estado,estado_nome,profissao,grupo_ocupacional,escolaridade_dummy,escolaridade_label,salario_brl,media_nacional_grupo_brl_2024,rendimento_uf_2025_brl
MG,Minas Gerais,Ajudante de carga e descarga,Ocupações elementares,0,Nao superior,1477.23,1454.0,2353.0
MG,Minas Gerais,Auxiliar de lavanderia,Ocupações elementares,0,Nao superior,1477.23,1454.0,2353.0
MG,Minas Gerais,Auxiliar de limpeza,Ocupações elementares,0,Nao superior,1477.23,1454.0,2353.0
MG,Minas Gerais,Camareira,Ocupações elementares,0,Nao superior,1477.23,1454.0,2353.0
MG,Minas Gerais,Embalador,Ocupações elementares,0,Nao superior,1477.23,1454.0,2353.0
MG,Minas Gerais,Jardineiro,Ocupações elementares,0,Nao superior,1477.23,1454.0,2353.0
MG,Minas Gerais,Lavador de carros,Ocupações elementares,0,Nao superior,1477.23,1454.0,2353.0
MG,Minas Gerais,Porteiro,Ocupações elementares,0,Nao superior,1477.23,1454.0,2353.0
MG,Minas Gerais,Servente de obras,Ocupações elementares,0,Nao superior,1477.23,1454.0,2353.0
MG,Minas Gerais,Zelador,Ocupações elementares,0,Nao superior,1477.23,1454.0,2353.0
MG,Minas Gerais,Auxiliar de produção,Operadores de instalações e máquinas e montadores,0,Nao superior,2699.45,2657.0,2353.0
MG,Minas Gerais,Motorista,Operadores de instalações e máquinas e montadores,0,Nao superior,2699.45,2657.0,2353.0
MG,Minas Gerais,Motorista de caminhão,Operadores de instalações e máquinas e montadores,0,Nao superior,2699.45,2657.0,2353.0
MG,Minas Gerais,Motorista de ônibus,Operadores de instalações e máquinas e montadores,0,Nao superior,2699.45,2657.0,2353.0
MG,Minas Gerais,Operador de colheitadeira,Operadores de instalações e máquinas e montadores,0,Nao superior,2699.45,2657.0,2353.0
MG,Minas Gerais,Operador de empilhadeira,Operadores de instalações e máquinas e montadores,0,Nao superior,2699.45,2657.0,2353.0
MG,Minas Gerais,Operador de máquina,Operadores de instalações e máquinas e montadores,0,Nao superior,2699.45,2657.0,2353.0
MG,Minas Gerais,Operador de máquinas agrícolas,Operadores de instalações e máquinas e montadores,0,Nao superior,2699.45,2657.0,2353.0
MG,Minas Gerais,Operador logístico,Operadores de instalações e máquinas e montadores,0,Nao superior,2699.45,2657.0,2353.0
MG,Minas Gerais,Tratorista,Operadores de instalações e máquinas e montadores,0,Nao superior,2699.45,2657.0,2353.0
MG,Minas Gerais,Auxiliar administrativo,Trabalhadores de apoio administrativo,0,Nao superior,2496.25,2457.0,2353.0
MG,Minas Gerais,Auxiliar de almoxarifado,Trabalhadores de apoio administrativo,0,Nao superior,2496.25,2457.0,2353.0
MG,Minas Gerais,Auxiliar de escritório,Trabalhadores de apoio administrativo,0,Nao superior,2496.25,2457.0,2353.0
MG,Minas Gerais,Conferente,Trabalhadores de apoio administrativo,0,Nao superior,2496.25,2457.0,2353.0
MG,Minas Gerais,Despachante de mercadorias,Trabalhadores de apoio administrativo,0,Nao superior,2496.25,2457.0,2353.0
MG,Minas Gerais,Estoquista,Trabalhadores de apoio administrativo,0,Nao superior,2496.25,2457.0,2353.0
MG,Minas Gerais,Mensageiro,Trabalhadores de apoio administrativo,0,Nao superior,2496.25,2457.0,2353.0
MG,Minas Gerais,Monitor escolar,Trabalhadores de apoio administrativo,0,Nao superior,2496.25,2457.0,2353.0
MG,Minas Gerais,Recepcionista,Trabalhadores de apoio administrativo,0,Nao superior,2496.25,2457.0,2353.0
MG,Minas Gerais,Repositor,Trabalhadores de apoio administrativo,0,Nao superior,2496.25,2457.0,2353.0
MG,Minas Gerais,Separador de pedidos,Trabalhadores de apoio administrativo,0,Nao superior,2496.25,2457.0,2353.0
MG,Minas Gerais,Assistente de vendas,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Atendente de loja,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Auxiliar de cozinha,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Auxiliar de padaria,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Açougueiro,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Babá,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Banhista de pet shop,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Barbeiro,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Bartender,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Cabeleireiro,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Caixa,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Chapeiro,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Cobrador,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Cobrador de ônibus,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Confeiteiro,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Costureira,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Cozinheiro,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Cuidador de idosos,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Cuidador infantil,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Demonstrador de produtos,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Doceiro,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Entregador,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Feirante,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Frentista,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Garçom,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Manicure,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Maquiador,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Motoboy,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Operador de caixa,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Operador de telemarketing ativo,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Operador de telemarketing receptivo,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Padeiro,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Pizzaiolo,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Promotor de vendas,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Recreador,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Sorveteiro,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Sushiman,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Telemarketing,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Tosador de animais,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Vendedor,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Vendedor ambulante,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Vigilante,"Trabalhadores dos serviços, vendedores do comércio e dos mercados",0,Nao superior,2431.23,2393.0,2353.0
MG,Minas Gerais,Agricultor,"Trabalhadores qualificados da agropecuária, florestais, da caça e da pesca",0,Nao superior,2285.95,2250.0,2353.0
MG,Minas Gerais,Artesão,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Auxiliar de eletricista,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Auxiliar de encanador,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Auxiliar de mecânico,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Azulejista,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Borracheiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Carpinteiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Eletricista,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Encanador,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Funileiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Gesseiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Instalador de ar-condicionado,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Lubrificador automotivo,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Marceneiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Mecânico,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Montador de móveis,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Pedreiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Pintor,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Sapateiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Serralheiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Soldador,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Tapeceiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Vidraceiro,"Trabalhadores qualificados, operários e artesãos da construção, das artes mecânicas e outros ofícios",0,Nao superior,2408.88,2371.0,2353.0
MG,Minas Gerais,Técnico de manutenção,Técnicos e profissionais de nível médio,0,Nao superior,4214.27,4148.0,2353.0
MG,Minas Gerais,Técnico em informática,Técnicos e profissionais de nível médio,0,Nao superior,4214.27,4148.0,2353.0
MG,Minas Gerais,Administrador,Diretores e gerentes,1,Superior,8860.33,8721.0,2353.0
MG,Minas Gerais,Analista financeiro,Diretores e gerentes,1,Superior,8860.33,8721.0,2353.0
MG,Minas Gerais,Consultor empresarial,Diretores e gerentes,1,Superior,8860.33,8721.0,2353.0
MG,Minas Gerais,Controller,Diretores e gerentes,1,Superior,8860.33,8721.0,2353.0
MG,Minas Gerais,Diretor de arte,Diretores e gerentes,1,Superior,8860.33,8721.0,2353.0
MG,Minas Gerais,Oficial das forças armadas,"Membros das forças armadas, policiais e bombeiros militares",1,Superior,6856.82,6749.0,2353.0
MG,Minas Gerais,Advogado,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Analista de dados,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Analista de sistemas,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Anestesista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Antropólogo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Arqueólogo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Arquiteto,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Arquivista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Assistente social,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Astrônomo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Atuário,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Auditor fiscal,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Bibliotecário,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Biomédico,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Biólogo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Cardiologista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Cientista da computação,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Cientista de dados,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Cientista político,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Cirurgião geral,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Cirurgião-dentista bucomaxilofacial,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Contador,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Corretor de imóveis especializado em avaliação pericial,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Defensor público,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Delegado,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Dentista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Dermatologista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Desenvolvedor de software,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Designer de interiores,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Designer de produto,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Designer gráfico,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Diplomata,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Economista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Enfermeiro,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro aeroespacial,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro agrônomo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro ambiental,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro biomédico,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro cartógrafo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro civil,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro de alimentos,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro de materiais,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro de petróleo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro de produção,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro de software,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro elétrico,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro florestal,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro mecânico,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Engenheiro químico,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Epidemiologista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Especialista em cibersegurança,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Estatístico,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Farmacêutico,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Fisioterapeuta,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Fonoaudiólogo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Físico,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Geógrafo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Geólogo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Ginecologista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Historiador,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Jornalista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Juiz,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Matemático,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Meteorologista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Museólogo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Médico,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Médico veterinário sanitarista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Neurologista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Nutricionista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Obstetra,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Oceanógrafo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Odontopediatra,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Ortodontista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Pedagogo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Pediatra,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Perito contábil,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Produtor audiovisual,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Professor de educação física,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Professor universitário,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Profissional de relações internacionais,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Promotor de justiça,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Psicólogo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Psiquiatra,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Publicitário,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Químico,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Radiologista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Relações públicas,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Sanitarista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Sociólogo,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Terapeuta ocupacional,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Tradutor,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Urbanista,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Veterinário,Profissionais das ciências e intelectuais,1,Superior,6662.77,6558.0,2353.0
MG,Minas Gerais,Secretário executivo,Técnicos e profissionais de nível médio,1,Superior,4214.27,4148.0,2353.0
MT,Mato Grosso,Agente de portaria,Ocupações elementares,0,Nao superior,1465.93,1454.0,2335.0
MT,Mato Grosso,Ajudante de carga e descarga,Ocupações elementares,0,Nao superior,1465.93,1454.0,2335.0
MT,Mato Grosso,Auxiliar de lavanderia,Ocupações elementares,0,Nao superior,1465.93,1454.0,2335.0
MT,Mato Grosso,Auxiliar de limpeza,Ocupações elementares,0,Nao superior,1465.93,1454.0,2335.0
MT,Mato Grosso,Camareira,Ocupações elementares,0,Nao superior,1465.93,1454.0,2335.0
MT,Mato Grosso,Embalador,Ocupações elementares,0,Nao superior,1465.93,1454.0,2335.0
MT,Mato Grosso,Jardineiro,Ocupações elementares,0,Nao superior,1465.93,1454.0,2335.0
MT,Mato Grosso,Lavador de carros,Ocupações elementares,0,Nao superior,1465.93,1454.0,2335.0
MT,Mato Grosso,Porteiro,Ocupações elementares,0,Nao superior,1465.93,1454.0,2335.0
MT,Mato Grosso,Servente de obras,Ocupações elementares,0,Nao superior,1465.93,1454.0,2335.0
MT,Mato Grosso,Zelador,Ocupações elementares,0,Nao superior,1465.93,1454.0,2335.0
MT,Mato Grosso,Auxiliar de produção,Operadores de instalações e máquinas e montadores,0,Nao superior,2678.8,2657.0,2335.0
MT,Mato Grosso,Motorista,Operadores de instalações e máquinas e montadores,0,Nao superior,2678.8,2657.0,2335.0
MT,Mato Grosso,Motorista de caminhão,Operadores de instalações e máquinas e montadores,0,Nao superior,2678.8,2657.0,2335.0
MT,Mato Grosso,Motorista de ônibus,Operadores de instalações e máquinas e montadores,0,Nao superior,2678.8,2657.0,2335.0
MT,Mato Grosso,Operador de colheitadeira,Operadores de instalações e máquinas e montadores,0,Nao superior,2678.8,2657.0,2335.0
MT,Mato Grosso,Operador de empilhadeira,Operadores de instalações e máquinas e montadores,0,Nao superior,2678.8,2657.0,2335.0
MT,Mato Grosso,Operador de máquina,Operadores de instalações e máquinas e montadores,0,Nao superior,2678.8,2657.0,2335.0
MT,Mato Grosso,Operador de máquinas agrícolas,Operadores de instalações e máquinas e montadores,0,Nao superior,2678.8,2657.0,2335.0
MT,Mato Grosso,Operador logístico,Operadores de instalações e máquinas e montadores,0,Nao superior,2678.8,2657.0,2335.0
MT,Mato Grosso,Tratorista,Operadores de instalações e máquinas e montadores,0,Nao superior,2678.8,2657.0,2335.0
MT,Mato Grosso,Auxiliar administrativo,Trabalhadores de apoio administrativo,0,Nao superior,2477.16,2457.0,2335.0
MT,Mato Grosso,Auxiliar de almoxarifado,Trabalhadores de apoio administrativo,0,Nao superior,2477.16,2457.0,2335.0
MT,Mato Grosso,Auxiliar de escritório,Trabalhadores de apoio administrativo,0,Nao superior,2477.16,2457.0,2335.0
MT,Mato Grosso,Conferente,Trabalhadores de apoio administrativo,0,Nao superior,2477.16,2457.0,2335.0
MT,Mato Grosso,Despachante de mercadorias,Trabalhadores de apoio administrativo,0,Nao superior,2477.16,2457.0,2335.0
MT,Mato Grosso,Estoquista,Trabalhadores de apoio administrativo,0,Nao superior,2477.16,2457.0,2335.0
